
[11:25:22 4993 INF] Running "Day 12: Rain Risk. Part One."
[11:25:22 5375 INF] 	After 5 instruction the awnser is 25.
[11:25:22 5566 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest 52, NorthSouth 18)
[11:25:22 5566 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest 49, NorthSouth 18)
[11:25:22 5566 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest -18, NorthSouth 49)
[11:25:22 5566 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest -18, NorthSouth 50)
[11:25:22 5566 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest -14, NorthSouth 50)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest -14, NorthSouth 50)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest -9, NorthSouth 50)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 9, NorthSouth -50)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 6, NorthSouth -50)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 6, NorthSouth -45)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest -45, NorthSouth -6)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest -45, NorthSouth -9)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 9, NorthSouth -45)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 7, NorthSouth -45)
[11:25:22 5566 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 45, NorthSouth 7)
[11:25:22 5567 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest 45, NorthSouth 10)
[11:25:22 5567 VRB] 	Ship (EastWest -11003, NorthSouth 4892). Waypoint (EastWest -10, NorthSouth 45)
[11:25:22 5567 VRB] 	Ship (EastWest -11463, NorthSouth 6962). Waypoint (EastWest -10, NorthSouth 45)
[11:25:22 5567 VRB] 	Ship (EastWest -11463, NorthSouth 6962). Waypoint (EastWest -10, NorthSouth 50)
[11:25:22 5567 VRB] 	Ship (EastWest -12413, NorthSouth 11712). Waypoint (EastWest -10, NorthSouth 50)
[11:25:22 5567 VRB] 	Ship (EastWest -12413, NorthSouth 11712). Waypoint (EastWest -6, NorthSouth 50)
[11:25:22 5567 VRB] 	Ship (EastWest -12413, NorthSouth 11712). Waypoint (EastWest -50, NorthSouth -6)
[11:25:22 5567 VRB] 	Ship (EastWest -17063, NorthSouth 11154). Waypoint (EastWest -50, NorthSouth -6)
[11:25:22 5567 VRB] 	Ship (EastWest -17063, NorthSouth 11154). Waypoint (EastWest -50, NorthSouth -9)
[11:25:22 5567 VRB] 	Ship (EastWest -17063, NorthSouth 11154). Waypoint (EastWest -52, NorthSouth -9)
[11:25:22 5567 VRB] 	Ship (EastWest -17063, NorthSouth 11154). Waypoint (EastWest -52, NorthSouth -8)
[11:25:22 5567 VRB] 	Ship (EastWest -17791, NorthSouth 11042). Waypoint (EastWest -52, NorthSouth -8)
[11:25:22 5567 VRB] 	Ship (EastWest -17791, NorthSouth 11042). Waypoint (EastWest 8, NorthSouth -52)
[11:25:22 5567 VRB] 	Ship (EastWest -17415, NorthSouth 8598). Waypoint (EastWest 8, NorthSouth -52)
[11:25:22 5567 VRB] 	Ship (EastWest -17415, NorthSouth 8598). Waypoint (EastWest 52, NorthSouth 8)
[11:25:22 5567 VRB] 	Ship (EastWest -17415, NorthSouth 8598). Waypoint (EastWest 52, NorthSouth 12)
[11:25:22 5567 VRB] 	Ship (EastWest -17415, NorthSouth 8598). Waypoint (EastWest 57, NorthSouth 12)
[11:25:22 5568 VRB] 	Ship (EastWest -16617, NorthSouth 8766). Waypoint (EastWest 57, NorthSouth 12)
[11:25:22 5568 VRB] 	Ship (EastWest -16617, NorthSouth 8766). Waypoint (EastWest 62, NorthSouth 12)
[11:25:22 5568 VRB] 	Ship (EastWest -16617, NorthSouth 8766). Waypoint (EastWest 62, NorthSouth 7)
[11:25:22 5568 VRB] 	Ship (EastWest -14633, NorthSouth 8990). Waypoint (EastWest 62, NorthSouth 7)
[11:25:22 5568 VRB] 	Ship (EastWest -14633, NorthSouth 8990). Waypoint (EastWest 58, NorthSouth 7)
[11:25:22 5568 VRB] 	Ship (EastWest -14633, NorthSouth 8990). Waypoint (EastWest 58, NorthSouth 2)
[11:25:22 5568 VRB] 	Ship (EastWest -14633, NorthSouth 8990). Waypoint (EastWest 2, NorthSouth -58)
[11:25:22 5568 VRB] 	Ship (EastWest -14633, NorthSouth 8990). Waypoint (EastWest 2, NorthSouth -54)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest 2, NorthSouth -54)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -54, NorthSouth -2)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -55, NorthSouth -2)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -55, NorthSouth -7)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -55, NorthSouth -6)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -6, NorthSouth 55)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -1, NorthSouth 55)
[11:25:22 5568 VRB] 	Ship (EastWest -14483, NorthSouth 4940). Waypoint (EastWest -2, NorthSouth 55)
[11:25:22 5568 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest -2, NorthSouth 55)
[11:25:22 5568 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest 2, NorthSouth -55)
[11:25:22 5569 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest 2, NorthSouth -51)
[11:25:22 5569 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest 4, NorthSouth -51)
[11:25:22 5569 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest 4, NorthSouth -56)
[11:25:22 5569 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest 8, NorthSouth -56)
[11:25:22 5569 VRB] 	Ship (EastWest -14647, NorthSouth 9450). Waypoint (EastWest 8, NorthSouth -59)
[11:25:22 5569 VRB] 	Ship (EastWest -14167, NorthSouth 5910). Waypoint (EastWest 8, NorthSouth -59)
[11:25:22 5569 VRB] 	Ship (EastWest -14167, NorthSouth 5910). Waypoint (EastWest 59, NorthSouth 8)
[11:25:22 5569 VRB] 	Ship (EastWest -14167, NorthSouth 5910). Waypoint (EastWest 57, NorthSouth 8)
[11:25:22 5569 VRB] 	Ship (EastWest -10690, NorthSouth 6398). Waypoint (EastWest 57, NorthSouth 8)
[11:25:22 5569 VRB] 	Ship (EastWest -10690, NorthSouth 6398). Waypoint (EastWest 59, NorthSouth 8)
[11:25:22 5569 VRB] 	Ship (EastWest -10690, NorthSouth 6398). Waypoint (EastWest -59, NorthSouth -8)
[11:25:22 5569 VRB] 	Ship (EastWest -10690, NorthSouth 6398). Waypoint (EastWest -59, NorthSouth -6)
[11:25:22 5569 VRB] 	Ship (EastWest -11221, NorthSouth 6344). Waypoint (EastWest -59, NorthSouth -6)
[11:25:22 5569 VRB] 	Ship (EastWest -11221, NorthSouth 6344). Waypoint (EastWest -61, NorthSouth -6)
[11:25:22 5569 VRB] 	Ship (EastWest -11221, NorthSouth 6344). Waypoint (EastWest 6, NorthSouth -61)
[11:25:22 5569 VRB] 	Ship (EastWest -11101, NorthSouth 5124). Waypoint (EastWest 6, NorthSouth -61)
[11:25:22 5569 VRB] 	Ship (EastWest -11101, NorthSouth 5124). Waypoint (EastWest 5, NorthSouth -61)
[11:25:22 5569 VRB] 	Ship (EastWest -10806, NorthSouth 1525). Waypoint (EastWest 5, NorthSouth -61)
[11:25:22 5570 VRB] 	Ship (EastWest -10806, NorthSouth 1525). Waypoint (EastWest 5, NorthSouth -66)
[11:25:22 5570 VRB] 	Ship (EastWest -10806, NorthSouth 1525). Waypoint (EastWest -5, NorthSouth 66)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -5, NorthSouth 66)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -5, NorthSouth 64)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -5, NorthSouth 61)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -61, NorthSouth -5)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -60, NorthSouth -5)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -60, NorthSouth -3)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest -62, NorthSouth -3)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest 3, NorthSouth -62)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest 2, NorthSouth -62)
[11:25:22 5570 VRB] 	Ship (EastWest -10851, NorthSouth 2119). Waypoint (EastWest 2, NorthSouth -67)
[11:25:22 5570 VRB] 	Ship (EastWest -10739, NorthSouth -1633). Waypoint (EastWest 2, NorthSouth -67)
[11:25:22 5570 VRB] 	Ship (EastWest -10739, NorthSouth -1633). Waypoint (EastWest 2, NorthSouth -71)
[11:25:22 5570 VRB] 	Ship (EastWest -10719, NorthSouth -2343). Waypoint (EastWest 2, NorthSouth -71)
[11:25:22 5570 VRB] 	Ship (EastWest -10719, NorthSouth -2343). Waypoint (EastWest 0, NorthSouth -71)
[11:25:22 5570 VRB] 	Ship (EastWest -10719, NorthSouth -2343). Waypoint (EastWest 0, NorthSouth -68)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -2343). Waypoint (EastWest 0, NorthSouth -63)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -4926). Waypoint (EastWest 0, NorthSouth -63)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -4926). Waypoint (EastWest 0, NorthSouth -67)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -4926). Waypoint (EastWest 67, NorthSouth 0)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -4926). Waypoint (EastWest 65, NorthSouth 0)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -4926). Waypoint (EastWest 65, NorthSouth -1)
[11:25:22 5571 VRB] 	Ship (EastWest -10719, NorthSouth -4926). Waypoint (EastWest -1, NorthSouth -65)
[11:25:22 5571 VRB] 	Ship (EastWest -10766, NorthSouth -7981). Waypoint (EastWest -1, NorthSouth -65)
[11:25:22 5571 INF] 	After 773 instruction the awnser is 18747.
